author,published_at,updated_at,like_count,text
@jjrod80,2024-11-23T20:22:56Z,2024-11-23T20:22:56Z,3,Who&#39;s here to acknowledge this movie was absolutely 🔥🔥🔥 and this trailer did a pi$$ poor job of showcasing how good it was?
@Antony_o_goat,2024-11-23T20:03:40Z,2024-11-23T20:03:40Z,0,"This film is proof of how important marketing is. First of all, I didn&#39;t even remember this film, and I only remembered a little bit from when it was announced before the trailers, and look, I like the franchise, now imagine someone who doesn&#39;t follow transformers, besides that this trailer is terrible, it made it seem like the movie would be Mid when it is basically the best movie in the franchise, I hope we get a continuation"
@Ebh55.,2024-11-23T18:44:33Z,2024-11-23T18:44:33Z,2,It&#39;s funny how this trailer sucks but the actual film is a masterpiece....
@Elvusmiw,2024-11-23T15:58:24Z,2024-11-23T15:58:24Z,0,This trailer is hot garbage. Its the marketing&#39;s fault the movie bombed. I really hope the crew got fired
@bonganitswai7996,2024-11-23T10:10:25Z,2024-11-23T10:20:22Z,0,I see Laurence Fishburne( Alpha Trion ) is still passing red pills... 😅
@SimpMaster69_UwU,2024-11-22T20:59:56Z,2024-11-22T20:59:56Z,6,Glad everyone was wrong about this movie
@carlogab31,2024-11-22T16:22:08Z,2024-11-22T16:22:08Z,0,People are dividied because of this movie trailer which would you choose now? Deceptions or Autobots
@YourAwarriorHereToConquer,2024-11-21T17:49:59Z,2024-11-21T17:49:59Z,3,Movie was 9/10 (movie is too short should’ve made atleast 4 of these movies like Star Wars plus my favorite s cons were shown weak) other than that the movie was great.
@danentrau4094,2024-11-20T18:47:09Z,2024-11-20T18:47:09Z,0,Salty a&quot;&quot; millenials ans zillanials complaining as always
@Nflaceprod,2024-11-20T16:56:55Z,2024-11-20T16:56:55Z,1,One of the best movies I have watched
@Kaprosuchus-99,2024-11-20T16:20:55Z,2024-11-20T16:20:55Z,2,"Boulder: <b>is Rolling towards the protagonist</b><br><br>The Treasure hunt Movie protagonist instead of just running to the side: <a href=""https://www.youtube.com/watch?v=0rmJXXKDrsM&amp;t=74"">1:14</a>"
@streaminguide,2024-11-20T13:45:52Z,2024-11-20T13:45:52Z,1,It is available to stream on Paramount+ in the US and Canada only.
@stevenpersinger6577,2024-11-19T16:13:15Z,2024-11-19T16:13:15Z,1,I&#39;m 47 and been a transformer kid ever since the cartoon. I was skeptical about the movie at first but I must say one of the best transformers I&#39;ve ever seen. The whole family watched and it is simply amazing.  Can&#39;t wait for the next one.
@kylegovender6211,2024-11-19T03:49:29Z,2024-11-19T03:49:46Z,1,The trailer was decent<br><br>But the movie was more mature than what is being portrayed<br><br>And way too many spoilers
@asterisk4424,2024-11-18T20:27:41Z,2024-11-18T20:27:41Z,16,Go ahead and fire every bum who made this trailer because it’s a horrible representation of what is an amazing movie
@Mr-gi7nl,2024-11-18T15:42:44Z,2024-11-18T15:42:44Z,2,I saw this and I had low hopes but it was the best transformers movie I saw
@adamdavis9838,2024-11-18T02:46:26Z,2024-11-18T02:46:26Z,0,"People giving hate for movie. I liked it. Had an Alita Battle Angel feel to it. Humour was good, actiob sequences cool, setting extravagant. Second time seeing Starscream as a small time lord  (he was in a game) and not a total wimp, and D 16 slowly turning. May differ from comic origins but still a fun movie."
@Mynameskazioo,2024-11-17T21:33:13Z,2024-11-17T21:34:00Z,3,Now looking after the movie back tbh this trailer ain&#39;t that bad I just think critics are to use to bad and overly exaggerating movies with theses type of flaws especially celebrity casting
@adriancondric6198,2024-11-17T16:33:22Z,2024-11-17T16:33:22Z,2,this is the best movie i have watched in last 10 years
@Ceonbe,2024-11-17T13:05:24Z,2024-11-17T13:05:24Z,1,"I understand now why people say this trailer suck, yk at the first time I&#39;ve always thought that transformers is just too childish especially the animated version, this trailer didn&#39;t change my mind also, but my friend actually successed making me go into theater to watch this movie cuz they told me about orion pax and d-16, I was curious cuz I have never heard those name.<br>All of that changes when I watch the movie, I really didn&#39;t expect that megatron scene with sentinel, i&#39;m really in awe and now I&#39;m suddenly really interested in the franchise and I have started watching transformers prime! I&#39;m on the second season now and I&#39;ll continue to animated and G1"
@Torpanimations,2024-11-17T06:11:23Z,2024-11-17T06:11:23Z,2,Who forgot to tell the intern that this isn&#39;t supposed to be a bumblebee being iconic video
@pravinsubba5684,2024-11-17T01:42:38Z,2024-11-17T01:42:38Z,0,and its better without the humans. facts. i never wanted it to end fr
@AmandeepKaur-s9g1m,2024-11-16T14:32:30Z,2024-11-16T14:32:30Z,0,Best transformer movie I have ever seen. Fan of Optimus ❤❤❤
@Daniel-qn9rw,2024-11-16T14:00:01Z,2024-11-16T14:00:01Z,6,"They sabotaged this epic film, not even a fan of transformers but this movie is a banger!"
@awesomepsume,2024-11-16T08:05:05Z,2024-11-16T08:05:05Z,1,"trash trailer playing up the worst lowest hanging fruit of the movie. Basically making out the whole thing to be a casual kids romp about funny haha gags and nothing else. Why, who wants to watch that shit anymore besides kids that could just watch anything else and do so without going to a theatre."
@aiurzealot1710,2024-11-15T16:42:17Z,2024-11-15T16:42:38Z,4,The Marketing team should be sued for sabotage lol
@AndrewLeung-uo8qi,2024-11-15T09:32:23Z,2024-11-15T09:32:23Z,1,"Alpha Trion, keeper of the primes. <a href=""https://www.youtube.com/watch?v=0rmJXXKDrsM&amp;t=85"">1:25</a>"
@DadicekCz,2024-11-15T08:51:00Z,2024-11-15T08:51:00Z,0,Why does literally every American movie have to put half its budget into famous names? It&#39;s not like I&#39;m gonna be impressed that there is Chris Hemsworth
@15BerciK15,2024-11-14T22:55:08Z,2024-11-14T22:55:08Z,1,I needed 30 seconds to decide i don&#39;t want to watch this movie
@grandcanyon-d4d,2024-11-14T19:15:17Z,2024-11-14T19:15:17Z,0,"i finished watching the movie just now, imagine it in TFP animations."
@simonjandrell5897,2024-11-14T17:23:02Z,2024-11-14T17:23:02Z,0,Unna releasing Transformer One Unna???
@brothershrek1292,2024-11-14T09:59:24Z,2024-11-14T09:59:24Z,2,TRAILER SUCKS. MOVIE PEAK
@Raj-cs9di,2024-11-14T07:47:06Z,2024-11-14T07:47:06Z,0,This movie made my childhood days live when i 1st saw transformers cartoon series. My 1st one❤
@SandboxBusiness,2024-11-13T22:17:39Z,2024-11-13T22:22:05Z,3,"I don&#39;t know about you, but for me this is the best Transformers story, it has emotion, story, comedy, everything a movie should have.<br>And not just that rocking that leads nowhere, the story is important, this is the real thing!<br>BRAVO TO EVERYONE WHO CREATED THIS!<br>This is how movies should be, not just serious and dark.<br><br><br><br>BADASSATRON!!!"
@Idk_idc_0916,2024-11-13T19:52:58Z,2024-11-13T19:53:07Z,8,This is a rare case of when the movie is way better than the trailer
@TheRealSamalam,2024-11-13T17:46:42Z,2024-11-13T17:46:42Z,3,"such a terrible trailer for such a brilliant movie. work better on your trailers hasbro, this film was fire"
@RANDOM-KNIGHT145,2024-11-11T21:20:23Z,2024-11-11T21:21:02Z,2,I don’t see peoples problem with this trailer.<br>I loved it and it actually is what convinced me to see it in theaters<br>🤩
@johnstrife7,2024-11-10T22:10:00Z,2024-11-10T22:10:00Z,0,When everyone was doubtful of this movie cause of the trailer but not me I&#39;ve been excited since day one
@vanred7550,2024-11-10T13:22:04Z,2024-11-10T13:22:04Z,0,"To be honest, watching the trailer of this movie before, I had little to no interest in it because it looked like a dumbed-down animated movie for kids about Transformers. But seeing very positive reviews and seeing the movie myself, I must say that I was very wrong on my first impression, and I really enjoyed and loved the movie. Hoping they&#39;ll make sequel/s in the future"
@mechamach8873,2024-11-10T09:13:16Z,2024-11-10T09:13:16Z,14,"I just realised at <a href=""https://www.youtube.com/watch?v=0rmJXXKDrsM&amp;t=94"">1:34</a> it doesn&#39;t show D-16&#39;s transformation but rather his transformation into Megatron. Super obvious now but honestly shoudl&#39;ve been earlier too since the background clearly wasn&#39;t the same."
@Reallizardking,2024-11-09T20:25:13Z,2024-11-09T20:25:13Z,0,I was already gonna see the movie but oh my GOD this trailer was absolute garbage compared to the actual movie
@aichisendou5273,2024-11-09T19:18:55Z,2024-11-09T19:18:55Z,0,The film definitely had scenes removed that were shown in the trailer 😂
@Imustbemad,2024-11-08T05:43:40Z,2024-11-08T05:43:40Z,12,perhaps i misjudged you harshly
@glyle2504,2024-11-07T15:41:01Z,2024-11-07T15:41:01Z,11,The fact that people didn’t even give this movie a chance and it’s actually the best Transformers movie ever made is insane.
@gusigb2677,2024-11-07T03:18:27Z,2024-11-07T03:18:27Z,9,Don&#39;t judge this movie by the trailer. The trailer is terrible - the movie is actually really good
@SpeedBlitz-lk5bf,2024-11-06T17:19:01Z,2024-11-06T17:19:01Z,2,"The marketing is absolutely hot trash, does not depict how much of a masterpiece the movie was"
@uclongnguyen8860,2024-11-06T16:12:20Z,2024-11-06T16:12:20Z,0,"The marketing team should be fired, the movie really good for me, but the box office so bad, still hopefully has sequels"
@joanharmonize,2024-11-06T02:12:13Z,2024-11-06T02:12:13Z,1,"Transformer One was epic! Loved every bit of it - the story, the banter, the humour, the action, the visual excellence, everything!"
